id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
N;NORTE;2023-01-01 00:00:00;5990.55300000
NE;NORDESTE;2023-01-01 00:00:00;10455.81799999
S;SUL;2023-01-01 00:00:00;10273.82699999
SE;SUDESTE;2023-01-01 00:00:00;32183.88499999
N;NORTE;2023-01-01 01:00:00;5981.21600000
NE;NORDESTE;2023-01-01 01:00:00;10481.70999999
S;SUL;2023-01-01 01:00:00;10503.70899999
SE;SUDESTE;2023-01-01 01:00:00;32196.68200000
N;NORTE;2023-01-01 02:00:00;6031.89200000
NE;NORDESTE;2023-01-01 02:00:00;10475.74000000
S;SUL;2023-01-01 02:00:00;10258.68799999
SE;SUDESTE;2023-01-01 02:00:00;31539.57000000
N;NORTE;2023-01-01 03:00:00;5994.13100000
NE;NORDESTE;2023-01-01 03:00:00;10404.68199999
S;SUL;2023-01-01 03:00:00;9916.36899999
SE;SUDESTE;2023-01-01 03:00:00;30699.36699999
N;NORTE;2023-01-01 04:00:00;5981.09600000
NE;NORDESTE;2023-01-01 04:00:00;10274.92299999
S;SUL;2023-01-01 04:00:00;9661.80300000
SE;SUDESTE;2023-01-01 04:00:00;30126.19499999
N;NORTE;2023-01-01 05:00:00;5931.05900000
NE;NORDESTE;2023-01-01 05:00:00;9500.54999999
S;SUL;2023-01-01 05:00:00;9101.11999999
SE;SUDESTE;2023-01-01 05:00:00;28687.15700000
N;NORTE;2023-01-01 06:00:00;5655.36900000
NE;NORDESTE;2023-01-01 06:00:00;8817.29500000
S;SUL;2023-01-01 06:00:00;8624.06799999
SE;SUDESTE;2023-01-01 06:00:00;27327.24400000
N;NORTE;2023-01-01 07:00:00;5472.50100000
NE;NORDESTE;2023-01-01 07:00:00;8349.61500000
S;SUL;2023-01-01 07:00:00;8254.91000000
SE;SUDESTE;2023-01-01 07:00:00;26590.85500000
N;NORTE;2023-01-01 08:00:00;5299.71900000
NE;NORDESTE;2023-01-01 08:00:00;7977.37900000
S;SUL;2023-01-01 08:00:00;7682.82300000
SE;SUDESTE;2023-01-01 08:00:00;26260.21999999
N;NORTE;2023-01-01 09:00:00;5122.14600000
NE;NORDESTE;2023-01-01 09:00:00;7660.49899999
S;SUL;2023-01-01 09:00:00;7325.77900000
SE;SUDESTE;2023-01-01 09:00:00;26281.32400000
N;NORTE;2023-01-01 10:00:00;5058.23799999
NE;NORDESTE;2023-01-01 10:00:00;7540.35900000
S;SUL;2023-01-01 10:00:00;7222.61100000
SE;SUDESTE;2023-01-01 10:00:00;26871.89100000
N;NORTE;2023-01-01 11:00:00;5007.82700000
NE;NORDESTE;2023-01-01 11:00:00;7618.15900000
S;SUL;2023-01-01 11:00:00;7194.17900000
SE;SUDESTE;2023-01-01 11:00:00;27637.95699999
N;NORTE;2023-01-01 12:00:00;4966.85400000
NE;NORDESTE;2023-01-01 12:00:00;7715.65600000
S;SUL;2023-01-01 12:00:00;7117.38900000
SE;SUDESTE;2023-01-01 12:00:00;27940.96399999
N;NORTE;2023-01-01 13:00:00;5041.56399999
NE;NORDESTE;2023-01-01 13:00:00;7818.78600000
S;SUL;2023-01-01 13:00:00;7373.33300000
SE;SUDESTE;2023-01-01 13:00:00;27566.56600000
N;NORTE;2023-01-01 14:00:00;5088.09599999
NE;NORDESTE;2023-01-01 14:00:00;8209.00399999
S;SUL;2023-01-01 14:00:00;7834.96400000
SE;SUDESTE;2023-01-01 14:00:00;27981.53699999
N;NORTE;2023-01-01 15:00:00;5228.01300000
NE;NORDESTE;2023-01-01 15:00:00;8752.26399999
S;SUL;2023-01-01 15:00:00;8487.62199999
SE;SUDESTE;2023-01-01 15:00:00;28963.12800000
N;NORTE;2023-01-01 16:00:00;5347.97500000
NE;NORDESTE;2023-01-01 16:00:00;9266.69100000
S;SUL;2023-01-01 16:00:00;9391.53400000
